(,51)
(,183)
(,975)
(,87)
(,627)
(,963)
(,591)
(,195)
(3203,1155)
(,807)
(,387)
(1599,1035)
(1599,1035)
(1599,1035)
(1603,1035)
(1607,1035)
(1611,1035)
(1611,1035)
(1615,1035)
(763,1035)
(1531,1035)
(1531,1035)
(,783)
(,219)
(543,543)
(1971,543)
(1975,543)
(1979,543)
(1983,543)
(1987,543)
(1991,543)
(,231)
(1623,351)
(863,351)
(1627,351)
(,423)
(,147)
(,435)
(,555)
(,1023)
(3183,1143)
(3187,1143)
(3191,1143)
(,651)
(,123)
(1763,447)
(1767,447)
(915,447)
(1771,447)
(1775,447)
(1779,447)
(15,447)
(455,447)
(1783,447)
(1771,447)
(1771,447)
(1775,447)
(1779,447)
(15,447)
(455,447)
(1783,447)
(1763,447)
(1767,447)
(915,447)
(,255)
(1203,903)
(1203,903)
(1035,903)
(763,903)
(707,687)
(3151,1131)
(3151,1131)
(3155,1131)
(3159,1131)
(3139,1119)
(387,1119)
(3143,1119)
(3147,1119)
(1295,27)
(1299,27)
(,1047)
(2739,915)
(,243)
(,531)
(1923,519)
(571,519)
(571,519)
(,135)
(,327)
(,723)
(,1095)
(2819,939)
(2819,939)
(2819,939)
(2823,939)
(763,939)
(2827,939)
(,291)
(483,483)
(1879,483)
(1883,483)
(1887,483)
(447,483)
(,867)
(,495)
(,1083)
(,735)
(,279)
(,843)
(923,1059)
(863,1059)
(,1071)
(,711)
(,507)
(1575,315)
(,459)
(,303)
(,471)
(1203,3)
(1203,3)
(763,3)
(1207,3)
(2483,855)
(,699)
(,39)
(,1107)
(,15)
(,879)
(,267)
(,111)
(,663)
(,675)
(,891)
(,339)
(2767,927)
(2771,927)
(2775,927)
(2779,927)
(2783,927)
(2787,927)
(2791,927)
(2795,927)
(1195,411)
(1667,411)
(1671,411)
(1675,411)
(1007,1011)
(2863,1011)
(2867,1011)
(2871,1011)
(2875,1011)
(1007,1011)
(2879,1011)
(2883,1011)
(2883,1011)
(2887,1011)
(,771)
(,759)
(,375)
(,99)
(2147,639)
(2147,639)
(2147,639)
(1035,615)
(763,615)
(2087,615)
(2087,615)
(1035,615)
(,63)
(2135,819)
(2135,819)
(2135,819)
(763,819)
(2139,819)
(2139,819)
(2143,819)
(1035,831)
(763,831)
(2467,831)
(2467,831)
(1035,831)
(,399)
(2483,951)
(,207)
(,159)
(,603)
(,171)
