(,794)
(,26)
(,434)
(2007,554)
(2011,554)
(2007,554)
(2015,554)
(2011,554)
(,1142)
(,218)
(3203,1154)
(543,542)
(1971,542)
(1975,542)
(1979,542)
(1983,542)
(1987,542)
(1991,542)
(,230)
(2899,998)
(2903,998)
(2907,998)
(1007,998)
(2887,998)
(,146)
(1599,1034)
(1599,1034)
(1599,1034)
(1603,1034)
(1607,1034)
(1611,1034)
(1611,1034)
(1615,1034)
(763,1034)
(1531,1034)
(1531,1034)
(1623,350)
(863,350)
(1627,350)
(1655,422)
(1659,422)
(1663,422)
(,386)
(,806)
(,782)
(,590)
(,962)
(,194)
(,578)
(,746)
(,626)
(,182)
(1495,974)
(2859,974)
(1523,278)
(1523,278)
(1523,278)
(1527,278)
(1531,278)
(1531,278)
(,734)
(,86)
(,494)
(,50)
(3091,1082)
(2559,866)
(2559,866)
(2563,866)
(2567,866)
(2571,866)
(2575,866)
(2579,866)
(2583,866)
(2587,866)
(2591,866)
(2595,866)
(2599,866)
(2559,866)
(2603,866)
(2607,866)
(,938)
(3123,1094)
(2655,1094)
(,482)
(,326)
(2319,722)
(,242)
(,530)
(,518)
(,134)
(2943,1046)
(2943,1046)
(2739,914)
(1035,902)
(2707,902)
(,686)
(,446)
(2155,650)
(2159,650)
(,122)
(3151,1130)
(3151,1130)
(3155,1130)
(3159,1130)
(3139,1118)
(387,1118)
(3143,1118)
(3147,1118)
(,254)
(2755,926)
(2759,926)
(2763,926)
(,338)
(,674)
(607,890)
(1035,890)
(771,890)
(2667,890)
(2667,890)
(,266)
(,110)
(,662)
(1447,98)
(,878)
(787,2)
(1199,2)
(1199,2)
(,854)
(,698)
(1363,62)
(1363,62)
(1363,62)
(1035,62)
(771,62)
(1207,62)
(1367,62)
(1843,458)
(1847,458)
(1851,458)
(1855,458)
(,302)
(1859,470)
(299,1106)
(1539,1106)
(1763,506)
(1767,506)
(915,506)
(1771,506)
(1775,506)
(1779,506)
(15,506)
(455,506)
(1783,506)
(1771,506)
(1771,506)
(1775,506)
(1779,506)
(15,506)
(455,506)
(1783,506)
(1763,506)
(1767,506)
(915,506)
(2299,710)
(923,1058)
(863,1058)
(1575,314)
(1111,1070)
(763,1070)
(3019,1070)
(3023,1070)
(3027,1070)
(915,1070)
(2551,1070)
(3031,1070)
(3035,1070)
(3039,1070)
(3043,1070)
(1063,1070)
(387,1070)
(995,1070)
(2543,1070)
(1119,1070)
(3047,1070)
(763,1070)
(3051,1070)
(1111,1070)
(1095,1070)
(3055,1070)
(2527,1070)
(963,1070)
(895,1070)
(3059,1070)
(895,1070)
(915,1070)
(1199,1070)
(2891,1070)
(863,1070)
(,842)
(,206)
(875,986)
(2895,986)
(363,986)
(387,986)
(,158)
(,602)
(,170)
(,398)
(2135,818)
(2135,818)
(2135,818)
(763,818)
(2139,818)
(2139,818)
(2143,818)
(,830)
(,950)
(,38)
(,614)
(7,566)
(383,566)
(899,566)
(915,566)
(,770)
(,758)
(,638)
(,374)
(,1010)
(1255,14)
(,410)
