(1202,282)
(2250,678)
(650,678)
(3002,1062)
(1630,1062)
(586,1062)
(1382,78)
(450,450)
(1822,450)
(1826,450)
(1830,450)
(302,450)
(1834,450)
(1894,486)
(1898,486)
(1902,486)
(486,486)
(486,486)
(486,486)
(486,486)
(1906,486)
(2170,690)
(886,294)
(886,294)
(1926,522)
(1930,522)
(506,522)
(1906,522)
(802,906)
(2714,906)
(2718,906)
(2722,906)
(2726,906)
(1658,426)
(878,426)
(1662,426)
(1974,630)
(1978,630)
(1982,630)
(1986,630)
(1990,630)
(1202,630)
(1202,1002)
(2886,1002)
(2322,750)
(2326,750)
(1258,18)
(1262,18)
(874,546)
(1278,546)
(1306,30)
(2062,594)
(2046,582)
(2046,582)
(1182,582)
(1206,582)
(2050,582)
(1202,582)
(1182,570)
(2026,570)
(2030,570)
(2034,570)
(2034,570)
(1202,570)
(1222,6)
(1226,6)
(1230,6)
(1234,6)
(1238,6)
(1242,6)
(1246,6)
(1250,6)
(1102,6)
(1202,6)
(2458,822)
(2942,1026)
(2410,774)
(774,774)
(2414,774)
(414,414)
(1678,414)
(1690,414)
(1690,414)
(414,414)
(1678,414)
(2238,738)
(2242,738)
(2246,738)
(566,894)
(2038,894)
(2678,894)
(2682,894)
(2682,894)
(566,894)
(3166,1134)
(1550,306)
(1554,306)
(1558,306)
(1202,306)
(474,474)
(1866,474)
(474,474)
(1870,474)
