(2006,554)
(554,554)
(2010,554)
(2006,554)
(2010,554)
(2014,554)
(2018,554)
(1838,554)
(1382,554)
(1178,1154)
(3202,1154)
(3126,1154)
(1974,542)
(1978,542)
(1982,542)
(1986,542)
(1990,542)
(1202,542)
(2898,998)
(2902,998)
(2906,998)
(2910,998)
(1202,998)
(2886,998)
(1598,1034)
(1602,1034)
(1602,1034)
(1602,1034)
(1606,1034)
(1606,1034)
(1182,1034)
(1610,1034)
(1614,1034)
(874,1034)
(1618,1034)
(1202,1034)
(1622,350)
(1626,350)
(878,350)
(1202,350)
(1658,422)
(878,422)
(1662,422)
(2094,974)
(878,974)
(2858,974)
(878,974)
(1202,974)
(1522,278)
(1522,278)
(1526,278)
(1522,278)
(1530,278)
(1202,278)
(2562,866)
(2566,866)
(2570,866)
(2574,866)
(2578,866)
(2582,866)
(2586,866)
(2590,866)
(2594,866)
(2598,866)
(2602,866)
(2606,866)
(2610,866)
(1538,290)
(3122,1094)
(586,1094)
(586,1094)
(2054,1094)
(1502,1094)
(3126,1094)
(1202,1094)
(566,914)
(2738,914)
(2738,914)
(1182,902)
(1206,902)
(2706,902)
(1202,902)
(2154,650)
(2158,650)
(3150,1130)
(3150,1130)
(466,1130)
(474,1130)
(466,1130)
(474,1130)
(3154,1130)
(3158,1130)
(3150,1130)
(3162,1130)
(878,1130)
(3138,1118)
(14,1118)
(286,1118)
(622,1118)
(3142,1118)
(3146,1118)
(2754,926)
(2758,926)
(2762,926)
(1182,890)
(1182,890)
(1206,890)
(2666,890)
(2666,890)
(1202,890)
(1446,98)
(1198,2)
(1190,2)
(1190,2)
(1202,2)
(1362,62)
(1182,62)
(1206,62)
(1366,62)
(1202,62)
(1842,458)
(1846,458)
(1850,458)
(1854,458)
(1858,470)
(1862,470)
(886,1106)
(886,1106)
(1762,506)
(1766,506)
(878,506)
(502,506)
(1770,506)
(1774,506)
(1778,506)
(518,506)
(1782,506)
(330,506)
(622,506)
(1774,506)
(1778,506)
(518,506)
(1782,506)
(1766,506)
(878,506)
(502,506)
(1770,506)
(1574,314)
(14,1070)
(322,1070)
(1170,1070)
(594,1070)
(3018,1070)
(646,1070)
(594,1070)
(3022,1070)
(1610,1070)
(1174,1070)
(3026,1070)
(442,1070)
(3030,1070)
(3034,1070)
(3030,1070)
(1646,1070)
(1650,1070)
(3038,1070)
(1178,1070)
(138,1070)
(1066,1070)
(3042,1070)
(2542,1070)
(646,1070)
(3046,1070)
(646,1070)
(330,1070)
(1070,1070)
(3050,1070)
(3054,1070)
(1650,1070)
(330,1070)
(622,1070)
(990,1070)
(3058,1070)
(646,1070)
(2038,1070)
(3062,1070)
(3062,1070)
(990,1070)
(1202,1070)
(2894,986)
(282,986)
(1202,986)
(2134,818)
(2134,818)
(2134,818)
(1182,818)
(1182,818)
(1206,818)
(634,818)
(2138,818)
(2138,818)
(2142,818)
(1202,818)
(550,566)
(1102,566)
(1210,566)
(1102,566)
(566,566)
(1254,14)
