(1258,13)
(2130,649)
(2130,649)
(2130,649)
(2134,649)
(14,1069)
(322,1069)
(1170,1069)
(594,1069)
(3162,1069)
(646,1069)
(594,1069)
(3166,1069)
(2114,1069)
(1174,1069)
(3170,1069)
(442,1069)
(3174,1069)
(3178,1069)
(3174,1069)
(3182,1069)
(1178,1069)
(138,1069)
(1066,1069)
(3186,1069)
(2690,1069)
(646,1069)
(3190,1069)
(646,1069)
(330,1069)
(1070,1069)
(3194,1069)
(3198,1069)
(330,1069)
(622,1069)
(3202,1069)
(990,1069)
(646,1069)
(1990,1069)
(3206,1069)
(990,1069)
(1202,1069)
(2658,1081)
(3230,1081)
(3182,1081)
(1070,1081)
(14,1081)
(622,1081)
(1166,1081)
(1506,277)
(14,1033)
(1070,1033)
(1202,1033)
(2030,613)
(2034,613)
(2038,613)
(1518,613)
(1518,613)
(938,613)
(1574,613)
(1202,613)
(1210,565)
(1102,565)
(550,565)
(1102,565)
(1102,565)
(1202,565)
(566,565)
(1202,349)
(1202,349)
(1350,61)
(1350,61)
(1182,61)
(1206,61)
(1350,61)
(1354,61)
(1202,61)
(66,1141)
(3310,1141)
(3314,1141)
(1206,1141)
(3318,1141)
(3322,1141)
(3322,1141)
(1482,973)
(878,973)
(3046,973)
(1202,973)
(878,973)
(878,385)
(1682,541)
(1686,541)
(878,541)
(502,541)
(1690,541)
(1694,541)
(1698,541)
(518,541)
(1702,541)
(330,541)
(622,541)
(1694,541)
(1698,541)
(518,541)
(1702,541)
(1686,541)
(878,541)
(502,541)
(1690,541)
(2578,793)
(1202,793)
(1182,817)
(1206,817)
(2122,817)
(1202,817)
(2050,625)
(1486,625)
(2054,625)
(2058,625)
(1210,625)
(2062,625)
(2066,625)
(2070,625)
(2074,625)
(2078,625)
(2082,625)
(1486,625)
(1486,625)
(2086,625)
(1194,625)
(1950,553)
(1954,553)
(586,1)
(1158,1)
(14,1)
(822,1)
(1162,1)
(622,1)
(822,1)
(650,1)
(750,1)
(938,1)
(1166,1)
(1170,1)
(594,1)
(294,1)
(330,1)
(730,1)
(1174,1)
(1178,1)
(1182,1)
(14,1)
(1070,1)
(586,1)
(1178,1)
(1186,1)
(730,1)
(1190,1)
(1194,1)
(2650,865)
(14,865)
(1070,865)
(2654,865)
(2654,865)
(1166,865)
(2658,865)
(2662,865)
(2666,865)
(2670,865)
(990,865)
(990,865)
(2674,865)
(2674,865)
(2678,865)
(66,865)
(2682,865)
(598,865)
(2686,865)
(1066,865)
(2690,865)
(878,865)
(2694,865)
(878,865)
(2698,865)
(1070,865)
(2654,865)
(2654,865)
(1166,865)
(2658,865)
(2662,865)
(2666,865)
(2670,865)
(990,865)
(990,865)
(2674,865)
(2674,865)
(2678,865)
(66,865)
(2682,865)
(598,865)
(2686,865)
(1066,865)
(2690,865)
(878,865)
(2694,865)
(878,865)
(2698,865)
(2702,865)
(2278,709)
(2278,709)
(1182,709)
(1206,709)
(710,709)
(1202,709)
(2294,721)
(2294,721)
(1182,721)
(1206,721)
(2298,721)
(2294,721)
(1202,721)
(1474,133)
(2130,697)
(2130,697)
(2130,697)
(2134,697)
(886,1105)
(886,1105)
(1182,913)
(1206,913)
(1462,913)
(2918,913)
(2918,913)
(2918,913)
(2918,913)
(1202,913)
(2842,889)
(2842,889)
(2846,889)
(2846,889)
(2846,889)
(910,121)
(1458,109)
(1458,109)
(1202,1117)
(1182,901)
(1206,901)
(2882,901)
(1182,901)
(2886,901)
(1202,901)
