(2108,898)
(1180,898)
(1464,898)
(2872,898)
(2872,898)
(1660,442)
(1664,442)
(1668,442)
(1672,442)
(1360,70)
(1364,70)
(284,910)
(1464,910)
(2268,694)
(2128,646)
(1204,1078)
(1204,1078)
(820,1078)
(1464,1078)
(1888,526)
(1892,526)
(1896,526)
(1900,526)
(1856,490)
(1860,490)
(3256,1090)
(3260,1090)
(432,1090)
(2048,622)
(3040,970)
(1480,142)
(2468,778)
(2472,778)
(2476,778)
(2480,778)
(2484,778)
(2488,778)
(2484,778)
(2492,778)
(2472,778)
(2496,778)
(2492,778)
(2500,778)
(2504,778)
(2508,778)
(2512,778)
(2508,778)
(2504,778)
(2516,778)
(2520,778)
(2524,778)
(772,778)
(2528,778)
(2528,778)
(2528,778)
(780,778)
(780,778)
(2536,778)
(2540,778)
(1464,382)
(1596,382)
(1596,382)
(1596,382)
(1600,382)
(1600,382)
(2008,586)
(2008,586)
(2008,586)
(2008,586)
(2012,586)
(2012,586)
(2008,586)
(2016,586)
(2008,586)
(1528,550)
(1532,550)
(1204,370)
(1204,370)
(1204,370)
(1464,370)
(1592,370)
(1524,562)
(1620,946)
(1196,946)
(1468,946)
(2024,598)
(1068,598)
(1868,514)
(64,46)
(1372,82)
(140,274)
(1484,274)
(60,274)
(1488,274)
(920,274)
(916,274)
(1492,274)
(1496,274)
(1500,274)
(1336,274)
(2196,670)
(2200,670)
(2204,670)
(2208,670)
(2212,670)
(728,670)
(2140,658)
(2144,658)
(2144,658)
