(1877,476)
(1,932)
(2813,932)
(925,908)
(1,908)
(2289,704)
(2293,704)
(1205,116)
(709,116)
(117,116)
(1,116)
(1477,116)
(1993,548)
(1993,548)
(1993,548)
(1205,548)
(689,548)
(1477,548)
(1997,548)
(1,548)
(1201,548)
(2041,572)
(2041,572)
(2041,572)
(1657,404)
(1661,404)
(1,740)
(2917,1004)
(1001,1004)
(2921,1004)
(2925,1004)
(2877,1004)
(2929,1004)
(2933,1004)
(2885,1004)
(1489,140)
(2137,632)
(1205,632)
(1477,632)
(2141,632)
(2141,632)
(2137,632)
(1201,632)
(1629,356)
(1061,356)
(1,356)
(1061,356)
(1061,356)
(1,68)
(1,536)
(1957,536)
(333,332)
(1585,332)
(557,332)
(1589,332)
(1593,332)
(2169,656)
(2173,656)
(2177,656)
(3065,1076)
(3069,1076)
(1,1076)
(1481,1076)
(1205,860)
(1,860)
(2489,860)
(2489,860)
(2493,860)
(1,860)
(1201,860)
(2473,848)
(2477,848)
(1937,524)
(1,308)
(389,308)
(1561,308)
(413,308)
(1837,452)
(1577,320)
(1201,320)
(1313,44)
