(,682)
(,250)
(1603,898)
(2687,898)
(2687,898)
(1035,898)
(771,898)
(,1042)
(,58)
(1743,442)
(915,442)
(1747,442)
(895,442)
(1751,442)
(1755,442)
(1371,70)
(1375,70)
(1379,70)
(,454)
(,1054)
(,130)
(,118)
(1475,910)
(1035,910)
(763,910)
(1279,874)
(2151,646)
(1203,1078)
(1203,1078)
(2731,1078)
(607,1078)
(1035,1078)
(763,1078)
(,322)
(,478)
(,334)
(,718)
(,730)
(1939,526)
(1943,526)
(1947,526)
(1951,526)
(,1126)
(,862)
(1907,490)
(1911,490)
(3115,1090)
(1059,1090)
(3119,1090)
(3119,1090)
(2071,1090)
(1035,346)
(2091,622)
(,178)
(,742)
(,226)
(2855,970)
(,958)
(,838)
(,190)
(,754)
(,10)
(143,142)
(1491,142)
(2331,778)
(2331,778)
(2335,778)
(2339,778)
(2343,778)
(771,778)
(2347,778)
(2351,778)
(2355,778)
(2339,778)
(2359,778)
(2363,778)
(775,778)
(2367,778)
(2371,778)
(2375,778)
(2379,778)
(2383,778)
(2387,778)
(2391,778)
(2395,778)
(2395,778)
(2419,778)
(2419,778)
(2399,778)
(2403,778)
(,802)
(1639,382)
(1639,382)
(1639,382)
(763,382)
(1643,382)
(1643,382)
(,394)
(,814)
(2055,586)
(2059,586)
(,1150)
(1551,550)
(1555,550)
(,154)
(,1030)
(,430)
(,418)
(,574)
(1635,370)
(1203,370)
(1203,370)
(1203,370)
(771,370)
(,358)
(,166)
(299,562)
(1539,562)
(,238)
(1195,946)
(,826)
(,214)
(,994)
(,610)
(,1006)
(,34)
(,406)
(,22)
(1007,982)
(2863,982)
(2867,982)
(2871,982)
(2875,982)
(1007,982)
(2879,982)
(2883,982)
(2883,982)
(2887,982)
(,766)
(,202)
(,310)
(,106)
(,502)
(,850)
(,298)
(,1114)
(447,514)
(447,514)
(1915,514)
(1919,514)
(715,46)
(715,46)
(,706)
(,538)
(,262)
(,1138)
(,934)
(,94)
(,922)
(1495,274)
(363,274)
(1499,274)
(387,274)
(915,274)
(1503,274)
(1507,274)
(1511,274)
(1515,274)
(2215,670)
(2215,670)
(2219,670)
(2223,670)
(2227,670)
(2231,670)
(2163,658)
(2167,658)
(2167,658)
(707,658)
(,1066)
(,466)
