(2090,621)
(938,345)
(650,345)
(2910,1005)
(2918,1005)
(2922,1005)
(2926,1005)
(2930,1005)
(2934,1005)
(2910,1005)
(1202,1005)
(2886,1005)
(2066,597)
(2062,597)
(1630,357)
(322,369)
(566,441)
(1098,441)
(1742,441)
(1746,441)
(1750,441)
(1098,441)
(1098,441)
(566,441)
(1754,441)
(566,441)
(1586,333)
(1590,333)
(1594,333)
(878,333)
(1570,333)
(874,873)
(1278,873)
(1542,297)
(1546,297)
(1542,297)
(1546,297)
(1318,45)
(1322,45)
(1326,45)
(1330,45)
(1334,45)
(2274,693)
(2278,693)
(2282,693)
(2274,693)
(2274,693)
(2278,693)
(2278,693)
(2250,693)
(650,693)
(586,1101)
(1158,1101)
(14,1101)
(822,1101)
(1162,1101)
(622,1101)
(822,1101)
(650,1101)
(750,1101)
(938,1101)
(1166,1101)
(1170,1101)
(594,1101)
(294,1101)
(330,1101)
(730,1101)
(1174,1101)
(1178,1101)
(1182,1101)
(14,1101)
(1070,1101)
(586,1101)
(1178,1101)
(1186,1101)
(730,1101)
(1190,1101)
(1194,1101)
(474,453)
(474,453)
(1126,453)
(474,453)
(2150,645)
(566,1089)
(3094,1089)
(3098,1089)
(3102,1089)
(3106,1089)
(3110,1089)
(566,1089)
(1182,861)
(2494,861)
(1182,861)
(1206,861)
(634,861)
(2498,861)
(1202,861)
(3074,1077)
(3074,1077)
(1182,1077)
(1182,1077)
(3074,1077)
(3078,1077)
(3078,1077)
(3082,1077)
(3082,1077)
(1202,1077)
(1878,477)
(2290,705)
(2294,705)
(2950,1041)
(2954,1041)
(2958,1041)
(2958,1041)
(2962,1041)
(2966,1041)
(2970,1041)
(2974,1041)
(2978,1041)
(2746,921)
(2750,921)
(566,921)
(1182,909)
(62,909)
(594,909)
(1202,909)
(878,1137)
(878,1137)
(886,561)
(886,561)
(1550,549)
(1554,549)
(1558,549)
(1202,549)
(1666,945)
(566,573)
(2038,573)
(1102,573)
(1742,573)
(2042,573)
(566,573)
