(2981,1043)
(541,527)
(1,527)
(1953,527)
(1061,335)
(1,323)
(925,323)
(1581,323)
(1,695)
(1281,23)
(1285,23)
(1289,23)
(1293,23)
(965,23)
(1,23)
(1201,23)
(1,911)
(553,911)
(2713,911)
(2717,911)
(2721,911)
(2725,911)
(2617,899)
(2689,899)
(2693,899)
(1205,443)
(1757,443)
(1,443)
(1477,443)
(1,443)
(1201,443)
(1729,431)
(1733,431)
(1729,431)
(1737,431)
(557,431)
(557,431)
(1693,419)
(1697,419)
(1,419)
(1701,419)
(1705,419)
(1709,419)
(1713,419)
(1717,419)
(1721,419)
(1725,419)
(1,143)
(1493,143)
(613,635)
(817,635)
(1,635)
(1601,635)
(1601,635)
(1601,635)
(1605,635)
(605,635)
(605,635)
(1205,635)
(605,635)
(1609,635)
(1613,635)
(1477,635)
(1617,635)
(1533,635)
(1201,635)
(2945,1031)
(1013,1019)
(33,1019)
(797,1019)
(1,1151)
(1389,95)
(1,95)
(1393,95)
(1397,95)
(1401,95)
(1405,95)
(1409,95)
(1413,95)
(1417,95)
(1421,95)
(1425,95)
(1429,95)
(1433,95)
(1437,95)
(1441,95)
(613,347)
(817,347)
(1,347)
(1601,347)
(1601,347)
(1601,347)
(1605,347)
(605,347)
(605,347)
(1205,347)
(605,347)
(1609,347)
(1613,347)
(1477,347)
(1617,347)
(1533,347)
(1201,347)
(1205,611)
(817,611)
(1,611)
(1201,611)
(2461,827)
(1,467)
(1813,467)
(1161,1103)
(1205,1103)
(3133,1103)
(2453,1103)
(1,1103)
(3133,1103)
(1477,1103)
(1,1103)
(1201,1103)
(1961,539)
(1965,539)
(1969,539)
(3005,1067)
(3009,1067)
(1565,311)
(1569,311)
(1465,107)
(1469,107)
(1465,107)
