(1,621)
(1113,621)
(1165,345)
(905,345)
(541,345)
(1597,345)
(2917,1005)
(1001,1005)
(2921,1005)
(2925,1005)
(2877,1005)
(2929,1005)
(2933,1005)
(2885,1005)
(2065,597)
(1,597)
(1629,357)
(1061,357)
(1,357)
(1061,357)
(1061,357)
(1,369)
(1,369)
(1741,441)
(1745,441)
(1749,441)
(1753,441)
(1741,441)
(573,441)
(1,441)
(1201,441)
(333,333)
(1585,333)
(557,333)
(1589,333)
(1593,333)
(1033,873)
(5,873)
(1033,873)
(1033,873)
(1,69)
(1541,297)
(1545,297)
(1549,297)
(1541,297)
(1545,297)
(1549,297)
(1317,45)
(1177,45)
(1,45)
(53,45)
(1321,45)
(49,45)
(49,45)
(53,45)
(53,45)
(1325,45)
(53,45)
(1329,45)
(1333,45)
(1337,45)
(693,693)
(2273,693)
(2277,693)
(2281,693)
(1,693)
(1157,1101)
(385,1101)
(1161,1101)
(45,1101)
(413,1101)
(1165,1101)
(905,1101)
(1013,1101)
(1169,1101)
(1157,1101)
(953,1101)
(1173,1101)
(889,1101)
(1177,1101)
(357,1101)
(1181,1101)
(45,1101)
(1185,1101)
(1189,1101)
(1193,1101)
(453,453)
(1,453)
(2149,645)
(3093,1089)
(1209,1089)
(3097,1089)
(3101,1089)
(3105,1089)
(3109,1089)
(1,1089)
(1,1089)
(1205,861)
(1477,861)
(2497,861)
(2497,861)
(1,861)
(1201,861)
(3073,1077)
(3073,1077)
(3073,1077)
(2137,1077)
(1205,1077)
(1,1077)
(3077,1077)
(3077,1077)
(3081,1077)
(1201,1077)
(1877,477)
(2289,705)
(2293,705)
(1041,1041)
(2949,1041)
(2953,1041)
(2957,1041)
(2961,1041)
(1577,1041)
(1041,1041)
(2965,1041)
(2969,1041)
(2973,1041)
(2977,1041)
(2745,921)
(2749,921)
(1205,909)
(721,909)
(2313,909)
(1,909)
(1477,909)
(121,909)
(121,909)
(2729,909)
(1,909)
(1201,909)
(1,1137)
(1,561)
(1553,549)
(1557,549)
(1,549)
(1201,549)
(1,945)
(1665,945)
(1481,945)
(349,945)
(1113,945)
(2041,573)
(2041,573)
(2041,573)
