(,904)
(,496)
(,1060)
(2987,1048)
(2987,1048)
(2987,1048)
(2991,1048)
(1475,1048)
(607,1048)
(1035,1048)
(1035,1048)
(2995,1048)
(763,1048)
(1207,1048)
(,124)
(,736)
(,508)
(,244)
(2147,640)
(2147,640)
(2147,640)
(,292)
(2743,916)
(1891,484)
(,52)
(,1072)
(,136)
(,724)
(,268)
(,532)
(,256)
(1579,928)
(1535,280)
(1535,280)
(2019,556)
(,436)
(,184)
(1035,580)
(2839,964)
(2843,964)
(2847,964)
(2839,964)
(2851,964)
(2843,964)
(2911,1000)
(2887,1000)
(1059,352)
(1159,352)
(1163,352)
(875,352)
(447,352)
(1035,352)
(911,352)
(1011,352)
(1167,352)
(1111,352)
(1171,352)
(763,352)
(1075,352)
(1111,352)
(1175,352)
(1179,352)
(1183,352)
(863,352)
(895,352)
(1079,352)
(1187,352)
(1191,352)
(387,352)
(1195,352)
(,232)
(,424)
(,196)
(2407,784)
(2411,784)
(2407,784)
(2423,784)
(2427,784)
(763,784)
(,592)
(,976)
(,1012)
(,340)
(875,988)
(2895,988)
(363,988)
(387,988)
(,208)
(,220)
(,952)
(,832)
(,16)
(2947,1036)
(2947,1036)
(383,364)
(,172)
(,628)
(,760)
(,748)
(1035,616)
(763,616)
(2087,616)
(2087,616)
(1035,616)
(,400)
(,28)
(3195,1144)
(975,1144)
(915,1144)
(3199,1144)
(3199,1144)
(2831,940)
(2495,940)
(2495,940)
(,808)
(1203,820)
(1203,820)
(1203,820)
(2455,820)
(1035,820)
(7,4)
(383,4)
(899,4)
(915,4)
(1651,388)
(,1024)
(,376)
(,148)
(,160)
(,772)
(1679,412)
(1683,412)
(415,412)
(1687,412)
(1679,412)
(15,892)
(2671,892)
(15,892)
(15,892)
(2675,892)
(,676)
(1559,1096)
(387,1096)
(1787,448)
(1791,448)
(1795,448)
(1799,448)
(1655,448)
(143,448)
(1803,448)
(1807,448)
(1811,448)
(447,460)
(2255,688)
(2259,688)
(2263,688)
(687,688)
(,1120)
(,76)
(,304)
(,88)
(,112)
(2287,700)
(,664)
(,880)
(,1084)
(,472)
(,856)
(,1132)
(,868)
(,64)
(,316)
(,100)
(687,712)
(2303,712)
(2307,712)
