(,529)
(,313)
(1255,13)
(911,925)
(2751,925)
(,1045)
(,853)
(,661)
(2155,649)
(2159,649)
(,1093)
(447,517)
(,265)
(,301)
(1111,1069)
(763,1069)
(3019,1069)
(3023,1069)
(3027,1069)
(915,1069)
(2551,1069)
(3031,1069)
(3035,1069)
(3039,1069)
(3043,1069)
(1063,1069)
(387,1069)
(995,1069)
(2543,1069)
(1119,1069)
(3047,1069)
(763,1069)
(3051,1069)
(1111,1069)
(1095,1069)
(3055,1069)
(2527,1069)
(963,1069)
(895,1069)
(3059,1069)
(895,1069)
(915,1069)
(1199,1069)
(2891,1069)
(863,1069)
(,937)
(,289)
(,1057)
(,841)
(,673)
(363,1081)
(3087,1081)
(2327,1081)
(2327,1081)
(,505)
(1519,277)
(,589)
(,601)
(,205)
(,577)
(,985)
(,73)
(,1033)
(,1153)
(1035,613)
(1035,613)
(1055,613)
(2075,613)
(2079,613)
(763,613)
(1531,613)
(2083,613)
(1531,613)
(2083,613)
(1035,613)
(1055,613)
(,217)
(7,565)
(383,565)
(899,565)
(915,565)
(1007,997)
(2863,997)
(2867,997)
(2871,997)
(2875,997)
(1007,997)
(2879,997)
(2883,997)
(2883,997)
(2887,997)
(,229)
(,361)
(1619,349)
(1363,61)
(1363,61)
(1363,61)
(1035,61)
(771,61)
(1207,61)
(1367,61)
(,49)
(,1009)
(3171,1141)
(3175,1141)
(1051,1141)
(3179,1141)
(,769)
(1495,973)
(2859,973)
(,781)
(,805)
(,193)
(,85)
(,145)
(,637)
(,421)
(,409)
(1763,541)
(1767,541)
(915,541)
(1771,541)
(1775,541)
(1779,541)
(15,541)
(455,541)
(1783,541)
(1771,541)
(1771,541)
(1775,541)
(1779,541)
(15,541)
(455,541)
(1783,541)
(1763,541)
(1767,541)
(915,541)
(,757)
(,169)
(,961)
(,949)
(2431,793)
(131,793)
(,397)
(,181)
(1035,817)
(1203,817)
(1203,817)
(1203,817)
(2451,817)
(1035,817)
(763,817)
(,157)
(1499,625)
(2095,625)
(2099,625)
(2103,625)
(2107,625)
(2111,625)
(2115,625)
(2119,625)
(2123,625)
(2127,625)
(1499,625)
(2095,625)
(1499,625)
(2095,625)
(2131,625)
(2071,625)
(,433)
(1999,553)
(2003,553)
(,745)
(1059,1)
(1159,1)
(1163,1)
(875,1)
(447,1)
(1035,1)
(911,1)
(1011,1)
(1167,1)
(1111,1)
(1171,1)
(763,1)
(1075,1)
(1111,1)
(1175,1)
(1179,1)
(1183,1)
(863,1)
(895,1)
(715,1)
(1187,1)
(1191,1)
(387,1)
(1195,1)
(1183,865)
(2503,865)
(875,865)
(2507,865)
(2327,865)
(2327,865)
(2511,865)
(2515,865)
(995,865)
(2511,865)
(2519,865)
(2523,865)
(895,865)
(895,865)
(2527,865)
(2531,865)
(895,865)
(2535,865)
(1111,865)
(59,865)
(2539,865)
(2543,865)
(2547,865)
(591,865)
(963,865)
(575,865)
(887,865)
(875,865)
(2507,865)
(2327,865)
(2327,865)
(2511,865)
(2515,865)
(995,865)
(2511,865)
(2519,865)
(2523,865)
(895,865)
(895,865)
(2527,865)
(2531,865)
(895,865)
(2535,865)
(1111,865)
(59,865)
(2539,865)
(2543,865)
(2547,865)
(591,865)
(963,865)
(575,865)
(915,865)
(2551,865)
(2555,865)
(2551,865)
(,469)
(,253)
(2295,709)
(2295,709)
(2295,709)
(1203,709)
(1035,709)
(707,709)
(1207,709)
(763,709)
(2311,721)
(2315,721)
(2071,721)
(771,721)
(1207,721)
(,457)
(1583,325)
(1487,133)
(447,133)
(463,133)
(,25)
(2155,697)
(2159,697)
(,481)
(299,1105)
(1539,1105)
(1475,913)
(1035,913)
(2735,913)
(2735,913)
(891,1129)
(891,1129)
(,877)
(2659,889)
(2659,889)
(2663,889)
(2663,889)
(2663,889)
(,241)
(,733)
(,445)
(,337)
(,37)
(1471,109)
(1471,109)
(,685)
(,493)
(2695,901)
(2695,901)
(2695,901)
(1035,901)
(763,901)
(2699,901)
(2703,901)
